1.442210440000000027e+01 7.873466800000000099e+00 6.335841199999999951e+00 3.809741999999999518e+00 5.189486399999999833e+00 4.990418799999999599e+00 4.118640000000000079e+00 3.308640800000000048e+00 4.873724000000000167e+00 3.898979199999999867e+00 7.207619999999999028e-01 1.489574799999999977e+00 7.688127999999999629e-01 7.619483999999999702e-01 1.386608799999999864e+00 1.228727600000000031e+00 1.530761199999999933e+00 2.155421599999999938e+00 1.173812400000000089e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.431227399999999861e+01 5.731773999999999702e+00 6.624145999999999646e+00 4.352029599999999832e+00 5.264994799999999309e+00 4.503046400000000560e+00 4.606012400000000007e+00 1.963218399999999919e+00 4.235334799999999511e+00 5.972027999999999892e+00 8.786431999999999576e-01 8.237279999999999047e-01 nan 7.756771999999999556e-01 1.654320400000000024e+00 8.855076000000000613e-01 1.853387999999999813e+00 2.587878799999999924e+00 1.311100399999999944e+00 nan 1.414066399999999835e+00 7.550839999999999774e-01 1.091439599999999954e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.648828879999999941e+01 1.344735960000000041e+01 6.727111999999999981e+00 4.352029599999999832e+00 5.518977600000000372e+00 5.814146799999999615e+00 4.612876800000000443e+00 1.990675999999999890e+00 4.187284000000000006e+00 7.729314399999999807e+00 1.592540800000000090e+00 1.125761600000000140e+00 nan 9.061007999999999285e-01 2.450590800000000069e+00 3.651860800000000129e+00 1.661184800000000017e+00 2.622200799999999887e+00 1.496439199999999969e+00 nan 2.663387200000000288e+00 6.933043999999999318e-01 nan 1.091439599999999954e+00 1.228727600000000031e+00 8.992364000000000468e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.468295160000000088e+01 1.402396919999999980e+01 6.919315199999999777e+00 4.352029599999999832e+00 5.237537199999999338e+00 5.388554000000000066e+00 4.592283600000000021e+00 2.127963999999999967e+00 5.148299999999999876e+00 8.292195200000000099e+00 2.333895999999999749e+00 1.077710799999999969e+00 nan 7.413551999999999920e-01 2.505506000000000011e+00 3.610674399999999729e+00 1.105168399999999940e+00 2.354489200000000171e+00 2.045591200000000054e+00 nan 1.915167599999999970e+00 7.413551999999999920e-01 nan 1.091439599999999954e+00 1.180676799999999860e+00 8.099991999999999193e-01 4.454995600000000167e+00 nan 1.022795600000000027e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.884964240000000046e+01 9.280668799999999052e+00 6.521180000000000199e+00 5.120842399999999905e+00 5.306181200000000153e+00 5.525841999999999921e+00 4.379487199999999802e+00 2.272116399999999814e+00 6.699654399999999121e+00 8.051941199999999910e+00 2.162285999999999930e+00 1.022795600000000027e+00 nan 8.099991999999999193e-01 2.457455200000000062e+00 3.123302000000000245e+00 1.496439199999999969e+00 2.230929999999999858e+00 1.825930400000000065e+00 nan 1.915167599999999970e+00 7.413551999999999920e-01 nan 1.702371199999999973e+00 1.180676799999999860e+00 9.129652000000000323e-01 4.454995600000000167e+00 nan 1.022795600000000027e+00 7.413551999999999920e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.443583319999999937e+01 9.973973199999999650e+00 6.733976399999999529e+00 5.642536800000000241e+00 5.532706400000000357e+00 5.718045199999999717e+00 4.599148000000000458e+00 2.725166799999999778e+00 8.154907200000000245e+00 8.168635999999999342e+00 1.777879599999999893e+00 1.139490399999999903e+00 nan 1.036524400000000012e+00 2.560421199999999953e+00 4.056860399999999700e+00 1.517032399999999948e+00 2.629065199999999880e+00 2.121099599999999974e+00 nan 1.709235599999999966e+00 7.413551999999999920e-01 nan 1.901438799999999985e+00 1.180676799999999860e+00 7.344907999999999992e-01 4.297114399999999890e+00 nan 1.510167999999999955e+00 nan 8.511855999999999867e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.417498599999999875e+01 1.043388799999999961e+01 7.248806399999999428e+00 6.102451599999999310e+00 5.134571199999999891e+00 6.411349599999999427e+00 4.846266399999999308e+00 2.539827999999999975e+00 6.713383199999999995e+00 7.887195600000000084e+00 2.038726800000000061e+00 8.923719999999999430e-01 nan 1.118897199999999925e+00 2.574149999999999938e+00 2.800675200000000142e+00 1.777879599999999893e+00 2.375082399999999705e+00 1.688642399999999988e+00 nan 1.709235599999999966e+00 7.413551999999999920e-01 nan 1.983811599999999897e+00 7.756771999999999556e-01 7.001688000000000356e-01 4.496182000000000123e+00 nan 1.304235999999999951e+00 nan 8.511855999999999867e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.488201919999999845e+01 1.079770119999999878e+01 8.271601999999999677e+00 5.958299199999999907e+00 6.486857999999999791e+00 6.782027199999999922e+00 5.306181200000000153e+00 3.088979999999999837e+00 6.576095200000000141e+00 8.388296800000000886e+00 1.764150799999999908e+00 8.099991999999999193e-01 nan 1.221863200000000038e+00 2.663387200000000288e+00 3.885250399999999882e+00 1.517032399999999948e+00 2.292709600000000236e+00 1.311100399999999944e+00 nan 1.043388800000000005e+00 7.413551999999999920e-01 nan 1.970082799999999912e+00 8.992364000000000468e-01 7.001688000000000356e-01 4.111775599999999642e+00 nan 1.867116800000000021e+00 nan 8.511855999999999867e-01 8.511855999999999867e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.506049359999999915e+01 9.946515600000001456e+00 8.017619200000000390e+00 6.239739600000000053e+00 5.635672399999999804e+00 7.379229999999999734e+00 5.388554000000000066e+00 3.596945600000000187e+00 5.745502800000000576e+00 8.539313599999999838e+00 2.004404800000000098e+00 1.118897199999999925e+00 nan 1.070846399999999976e+00 2.313302799999999770e+00 2.745759999999999756e+00 1.654320400000000024e+00 3.040929199999999888e+00 1.585676400000000097e+00 nan 1.681777999999999995e+00 7.413551999999999920e-01 nan 2.258387599999999829e+00 8.237279999999999047e-01 7.001688000000000356e-01 3.693047200000000085e+00 nan 1.867116800000000021e+00 nan 8.511855999999999867e-01 8.511855999999999867e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.247261479999999878e+01 1.054371839999999949e+01 7.461602799999999647e+00 5.814146799999999615e+00 4.654063199999999512e+00 6.836942399999999864e+00 5.841604400000000474e+00 3.878385999999999889e+00 5.237537199999999338e+00 6.898721999999999355e+00 2.313302799999999770e+00 1.311100399999999944e+00 nan 1.070846399999999976e+00 2.258387599999999829e+00 2.121099599999999974e+00 1.414066399999999835e+00 2.471183999999999603e+00 2.066184400000000032e+00 nan 2.203472399999999887e+00 7.413551999999999920e-01 nan 1.942625199999999941e+00 9.747447999999999668e-01 7.001688000000000356e-01 3.576352399999999765e+00 nan 1.867116800000000021e+00 nan 8.511855999999999867e-01 8.511855999999999867e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
